e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w
-0.202,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.174,-0.007,2.248,0.19,0.006,0.021,-0.047,0.999
-0.202,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,-0.002,2.247,0.191,0.008,0.025,-0.056,0.998
-0.202,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,0.005,2.246,0.192,0.009,0.031,-0.066,0.997
-0.202,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,0.009,2.247,0.193,0.006,0.032,-0.062,0.998
-0.201,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,0.008,2.248,0.192,0.002,0.027,-0.054,0.998
-0.201,0.632,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,0.005,2.249,0.192,0.0,0.019,-0.046,0.999
-0.201,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.089,-0.554,-0.809,0.175,0.002,2.249,0.192,-0.001,0.014,-0.039,0.999
-0.201,0.631,0.222,-0.125,0.559,0.788,0.224,0.193,0.626,0.216,-0.09,-0.554,-0.809,0.175,-0.003,2.248,0.194,0.002,0.009,-0.027,1.0
-0.201,0.632,0.222,-0.125,0.559,0.788,0.225,0.193,0.626,0.216,-0.089,-0.555,-0.809,0.175,-0.011,2.246,0.198,0.005,0.003,-0.012,1.0
-0.201,0.633,0.222,-0.124,0.558,0.788,0.228,0.193,0.626,0.216,-0.089,-0.556,-0.807,0.177,-0.022,2.247,0.206,0.003,0.001,-0.011,1.0
-0.2,0.634,0.222,-0.116,0.56,0.786,0.234,0.192,0.626,0.216,-0.088,-0.559,-0.805,0.178,-0.041,2.244,0.223,0.003,0.005,0.012,1.0
-0.199,0.636,0.222,-0.104,0.561,0.784,0.245,0.193,0.624,0.217,-0.089,-0.556,-0.808,0.176,-0.065,2.236,0.249,0.005,0.009,0.025,1.0
-0.199,0.635,0.221,-0.103,0.567,0.78,0.245,0.193,0.624,0.218,-0.089,-0.542,-0.817,0.175,-0.086,2.223,0.273,0.009,0.014,0.021,1.0
-0.2,0.635,0.22,-0.103,0.569,0.778,0.246,0.191,0.629,0.231,-0.104,-0.491,-0.841,0.201,-0.101,2.215,0.307,0.013,0.007,0.031,0.999
-0.2,0.636,0.22,-0.104,0.57,0.777,0.245,0.155,0.641,0.298,-0.035,-0.573,-0.804,0.151,-0.098,2.214,0.331,0.017,-0.003,0.03,0.999
-0.2,0.636,0.22,-0.102,0.569,0.777,0.249,0.137,0.652,0.35,-0.031,-0.626,-0.769,0.128,-0.076,2.215,0.352,0.01,-0.01,0.019,1.0
-0.199,0.636,0.221,-0.101,0.567,0.779,0.249,0.127,0.626,0.243,-0.018,-0.561,-0.815,0.146,-0.038,2.215,0.361,0.018,-0.018,0.016,1.0
-0.199,0.636,0.221,-0.102,0.566,0.779,0.248,0.115,0.613,0.133,-0.053,-0.555,-0.82,0.127,-0.004,2.215,0.353,0.018,-0.025,0.009,0.999
-0.2,0.636,0.221,-0.118,0.561,0.786,0.234,0.114,0.607,0.104,-0.062,-0.579,-0.8,0.141,0.034,2.213,0.341,0.012,-0.029,0.012,0.999
-0.204,0.646,0.25,-0.092,0.499,0.814,0.283,0.113,0.611,0.102,-0.058,-0.547,-0.824,0.132,0.061,2.213,0.328,0.026,-0.018,0.001,1.0
-0.186,0.668,0.331,-0.058,0.599,0.769,0.217,0.109,0.61,0.101,-0.059,-0.545,-0.827,0.128,0.06,2.222,0.317,0.02,-0.017,0.006,1.0
-0.177,0.672,0.386,-0.034,0.629,0.755,0.184,0.11,0.61,0.101,-0.058,-0.545,-0.826,0.132,0.042,2.222,0.32,0.001,-0.018,0.003,1.0
-0.169,0.656,0.36,-0.04,0.606,0.774,0.179,0.111,0.61,0.102,-0.057,-0.546,-0.826,0.132,0.011,2.22,0.334,-0.004,-0.017,0.013,1.0
-0.157,0.635,0.258,-0.041,0.58,0.796,0.169,0.111,0.609,0.103,-0.055,-0.545,-0.826,0.132,-0.025,2.218,0.345,0.003,-0.019,0.025,1.0
-0.127,0.614,0.111,0.0,0.562,0.814,0.143,0.111,0.608,0.103,-0.053,-0.546,-0.826,0.134,-0.069,2.216,0.342,-0.004,-0.013,0.022,1.0
-0.123,0.607,0.082,-0.004,0.576,0.803,0.151,0.113,0.61,0.103,-0.061,-0.538,-0.831,0.129,-0.107,2.209,0.333,0.008,-0.01,0.032,0.999
-0.123,0.61,0.082,-0.009,0.565,0.812,0.147,0.119,0.611,0.113,-0.11,-0.474,-0.858,0.164,-0.129,2.209,0.324,0.009,-0.021,0.043,0.999
-0.123,0.612,0.083,-0.011,0.556,0.818,0.144,0.13,0.629,0.206,-0.133,-0.478,-0.848,0.188,-0.134,2.212,0.312,0.016,-0.015,0.046,0.999
-0.123,0.612,0.083,-0.01,0.557,0.817,0.146,0.128,0.657,0.358,-0.047,-0.619,-0.774,0.124,-0.119,2.217,0.306,0.008,0.0,0.034,0.999
-0.123,0.611,0.083,-0.007,0.558,0.817,0.149,0.144,0.687,0.439,-0.016,-0.676,-0.725,0.129,-0.096,2.219,0.317,-0.003,0.004,0.025,1.0
-0.122,0.611,0.084,-0.004,0.551,0.821,0.151,0.146,0.657,0.404,0.0,-0.626,-0.771,0.114,-0.066,2.219,0.336,-0.004,0.001,0.017,1.0
-0.122,0.609,0.086,-0.001,0.546,0.823,0.155,0.13,0.63,0.281,0.014,-0.591,-0.797,0.127,-0.03,2.214,0.353,0.005,-0.008,0.009,1.0
-0.122,0.61,0.085,-0.003,0.547,0.824,0.15,0.115,0.613,0.143,-0.028,-0.556,-0.822,0.116,0.008,2.209,0.357,0.008,-0.013,0.001,1.0
-0.122,0.609,0.085,-0.003,0.546,0.824,0.153,0.102,0.608,0.04,-0.057,-0.547,-0.822,0.147,0.039,2.205,0.344,0.01,-0.015,0.0,1.0
-0.124,0.611,0.089,-0.01,0.504,0.851,0.147,0.107,0.608,0.049,-0.063,-0.529,-0.838,0.119,0.059,2.208,0.331,0.014,-0.015,0.001,1.0
-0.131,0.619,0.126,-0.036,0.388,0.905,0.173,0.106,0.607,0.052,-0.061,-0.541,-0.829,0.131,0.063,2.213,0.31,0.018,-0.015,0.003,1.0
-0.134,0.644,0.264,-0.028,0.558,0.812,0.17,0.105,0.607,0.053,-0.059,-0.538,-0.83,0.133,0.055,2.22,0.298,0.011,-0.016,0.003,1.0
-0.155,0.672,0.377,-0.041,0.641,0.746,0.174,0.106,0.607,0.054,-0.057,-0.54,-0.829,0.136,0.039,2.222,0.3,-0.002,-0.01,0.001,1.0
-0.161,0.664,0.392,-0.025,0.625,0.766,0.148,0.106,0.606,0.054,-0.055,-0.54,-0.828,0.14,0.004,2.217,0.322,-0.001,-0.011,0.006,1.0
-0.158,0.639,0.309,-0.011,0.589,0.792,0.161,0.106,0.606,0.055,-0.051,-0.539,-0.829,0.144,-0.026,2.213,0.339,0.001,-0.011,0.011,1.0
-0.143,0.618,0.145,-0.018,0.578,0.805,0.133,0.107,0.605,0.055,-0.049,-0.542,-0.826,0.147,-0.079,2.208,0.354,0.01,-0.016,0.021,1.0
-0.126,0.61,0.015,0.0,0.56,0.817,0.14,0.107,0.605,0.055,-0.049,-0.54,-0.827,0.148,-0.117,2.202,0.341,0.006,-0.006,0.021,1.0
-0.122,0.611,0.018,0.001,0.583,0.797,0.158,0.111,0.607,0.058,-0.09,-0.483,-0.853,0.179,-0.145,2.201,0.323,0.012,-0.009,0.033,0.999
-0.124,0.609,0.023,-0.001,0.555,0.819,0.145,0.114,0.611,0.077,-0.128,-0.343,-0.904,0.221,-0.149,2.204,0.308,0.02,-0.021,0.048,0.998
-0.124,0.608,0.024,0.001,0.55,0.822,0.146,0.095,0.621,0.229,-0.045,-0.495,-0.855,0.15,-0.132,2.211,0.296,0.009,-0.011,0.035,0.999
-0.123,0.607,0.024,0.004,0.551,0.821,0.15,0.098,0.644,0.348,0.006,-0.621,-0.776,0.113,-0.115,2.212,0.3,0.003,-0.002,0.032,0.999
-0.124,0.608,0.024,0.003,0.548,0.823,0.15,0.123,0.662,0.427,0.016,-0.627,-0.763,0.157,-0.079,2.213,0.328,-0.003,0.002,0.027,1.0
-0.123,0.608,0.025,0.005,0.545,0.824,0.153,0.129,0.644,0.37,-0.001,-0.608,-0.784,0.126,-0.044,2.206,0.358,0.002,0.003,0.023,1.0
-0.124,0.608,0.025,0.008,0.545,0.825,0.152,0.115,0.623,0.242,0.004,-0.57,-0.814,0.106,-0.001,2.197,0.384,0.011,-0.008,0.022,1.0
-0.124,0.607,0.025,0.005,0.548,0.824,0.146,0.109,0.612,0.133,-0.038,-0.558,-0.819,0.124,0.038,2.19,0.389,0.021,-0.015,0.009,1.0
-0.124,0.608,0.025,0.003,0.546,0.825,0.146,0.094,0.608,0.049,-0.052,-0.54,-0.828,0.139,0.075,2.189,0.382,0.019,-0.014,-0.002,1.0
-0.125,0.608,0.027,0.002,0.519,0.843,0.139,0.096,0.607,0.042,-0.063,-0.552,-0.821,0.131,0.096,2.193,0.363,0.017,-0.018,-0.002,1.0
-0.13,0.607,0.048,-0.027,0.344,0.929,0.134,0.095,0.607,0.045,-0.063,-0.542,-0.827,0.133,0.104,2.201,0.341,0.017,-0.025,-0.002,1.0
-0.122,0.628,0.175,-0.009,0.48,0.863,0.158,0.096,0.607,0.046,-0.061,-0.54,-0.829,0.133,0.1,2.209,0.329,0.011,-0.021,-0.002,1.0
-0.149,0.655,0.324,-0.023,0.611,0.771,0.177,0.095,0.607,0.046,-0.059,-0.542,-0.828,0.135,0.085,2.21,0.33,0.006,-0.019,0.0,1.0
-0.158,0.67,0.404,-0.016,0.629,0.759,0.167,0.095,0.606,0.046,-0.058,-0.543,-0.826,0.139,0.051,2.205,0.347,0.01,-0.021,0.004,1.0
-0.167,0.651,0.35,-0.038,0.608,0.776,0.166,0.095,0.605,0.047,-0.055,-0.539,-0.828,0.141,0.012,2.203,0.365,0.009,-0.02,0.007,1.0
-0.15,0.627,0.236,-0.016,0.584,0.798,0.15,0.095,0.605,0.048,-0.054,-0.538,-0.829,0.143,-0.026,2.201,0.379,0.011,-0.017,0.011,1.0
-0.137,0.613,0.102,-0.017,0.563,0.813,0.148,0.096,0.605,0.047,-0.055,-0.54,-0.828,0.141,-0.062,2.197,0.381,0.012,-0.013,0.018,1.0
-0.12,0.609,0.027,-0.018,0.561,0.814,0.148,0.097,0.606,0.048,-0.061,-0.534,-0.833,0.132,-0.09,2.194,0.371,0.014,-0.01,0.018,1.0
-0.118,0.607,0.027,-0.007,0.578,0.799,0.165,0.097,0.606,0.053,-0.064,-0.492,-0.857,0.14,-0.116,2.198,0.347,0.009,-0.014,0.023,1.0
-0.118,0.608,0.03,-0.015,0.552,0.82,0.151,0.106,0.61,0.09,-0.073,-0.373,-0.911,0.16,-0.119,2.206,0.328,0.008,-0.016,0.033,0.999
-0.118,0.607,0.03,-0.013,0.551,0.82,0.152,0.109,0.623,0.213,-0.047,-0.501,-0.85,0.154,-0.108,2.211,0.318,0.005,-0.009,0.026,1.0
-0.118,0.607,0.03,-0.011,0.553,0.819,0.154,0.127,0.656,0.381,-0.033,-0.643,-0.751,0.144,-0.083,2.213,0.323,-0.01,0.0,0.018,1.0
-0.118,0.606,0.03,-0.01,0.551,0.82,0.156,0.135,0.663,0.413,-0.011,-0.641,-0.756,0.13,-0.052,2.209,0.349,-0.011,0.004,0.016,1.0
-0.117,0.607,0.031,-0.008,0.548,0.822,0.157,0.136,0.642,0.353,-0.01,-0.595,-0.793,0.129,-0.021,2.204,0.376,-0.004,-0.003,0.013,1.0
-0.118,0.607,0.031,-0.009,0.548,0.823,0.152,0.116,0.619,0.206,-0.036,-0.576,-0.807,0.123,0.021,2.195,0.392,0.01,-0.013,0.007,1.0
-0.118,0.606,0.031,-0.01,0.549,0.823,0.149,0.094,0.608,0.079,-0.052,-0.54,-0.831,0.123,0.055,2.193,0.386,0.009,-0.019,-0.005,1.0
-0.118,0.607,0.03,-0.011,0.549,0.823,0.145,0.079,0.607,0.006,-0.066,-0.53,-0.835,0.135,0.078,2.192,0.373,0.008,-0.024,-0.006,1.0
-0.119,0.61,0.031,-0.015,0.545,0.828,0.133,0.081,0.604,0.004,-0.067,-0.55,-0.82,0.143,0.097,2.197,0.353,0.011,-0.029,-0.008,0.999
-0.121,0.609,0.04,-0.012,0.476,0.867,0.145,0.081,0.604,0.007,-0.07,-0.53,-0.834,0.137,0.108,2.203,0.331,0.006,-0.022,-0.015,1.0
-0.127,0.629,0.136,-0.026,0.479,0.86,0.171,0.082,0.604,0.008,-0.069,-0.528,-0.835,0.138,0.106,2.207,0.321,0.007,-0.017,-0.009,1.0
