e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z
,,,-0.558,-0.501,-0.606,0.267,,,,-0.655,-0.223,-0.496,0.525,,,,,,
0.015,0.0030000000000000027,0.0050000000000000044,-0.549,-0.455,-0.678,0.18,0.0010000000000000009,0.0,0.0010000000000000009,-0.654,-0.222,-0.494,0.527,-0.013000000000000012,-0.0040000000000000036,-0.024999999999999994,-0.0020000000000000018,0.0,-0.014
0.097,0.01200000000000001,-0.014000000000000012,-0.541,-0.501,-0.639,0.218,0.0010000000000000009,0.0,0.0,-0.655,-0.22,-0.496,0.526,-0.008000000000000007,0.004999999999999893,-0.010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.013000000000000001
0.13899999999999998,0.018000000000000016,0.0010000000000000009,-0.515,-0.544,-0.57,0.338,0.0,0.0,0.0,-0.654,-0.22,-0.496,0.528,0.0010000000000000009,0.006000000000000227,0.0040000000000000036,-0.016,0.0020000000000000018,0.009000000000000001
0.09100000000000003,0.02200000000000002,0.02200000000000002,-0.508,-0.581,-0.534,0.344,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,-0.653,-0.217,-0.497,0.529,0.014000000000000012,0.0,0.01899999999999999,-0.003999999999999997,-0.0030000000000000027,0.005000000000000001
-0.02400000000000002,-0.01100000000000001,-0.0030000000000000027,-0.536,-0.565,-0.523,0.347,0.0,0.0,0.0,-0.653,-0.215,-0.498,0.529,0.018000000000000016,0.0,0.032000000000000015,0.006999999999999996,-0.006999999999999895,0.006
-0.065,-0.01200000000000001,0.010000000000000009,-0.518,-0.553,-0.563,0.329,0.0010000000000000009,0.0,0.0,-0.653,-0.213,-0.5,0.528,0.014000000000000012,0.0009999999999998899,0.033,0.0030000000000000027,0.0,0.004999999999999999
-0.123,-0.019000000000000017,-0.006000000000000005,-0.537,-0.524,-0.576,0.324,0.0,-0.0010000000000000009,0.0,-0.653,-0.211,-0.501,0.527,0.002999999999999947,0.0009999999999998899,0.04699999999999999,0.011999999999999999,0.0,0.004
-0.08999999999999998,-0.01100000000000001,-0.0020000000000000018,-0.534,-0.529,-0.586,0.303,0.0,0.0,-0.0010000000000000009,-0.654,-0.21,-0.503,0.525,-0.010999999999999954,0.001000000000000334,0.043,0.003000000000000001,0.0020000000000000018,-0.001
-0.0020000000000000018,0.0020000000000000018,-0.0010000000000000009,-0.543,-0.496,-0.612,0.291,0.001999999999999995,0.0,0.0,-0.656,-0.209,-0.505,0.521,-0.015000000000000013,0.0,0.044,0.017,-0.01200000000000001,-0.002
-0.0010000000000000009,-0.0050000000000000044,-0.0010000000000000009,-0.535,-0.521,-0.594,0.3,0.009000000000000001,0.0010000000000000009,-0.0010000000000000009,-0.672,-0.15,-0.544,0.48,-0.02200000000000002,0.0,0.044,0.018000000000000002,-0.029000000000000026,0.005
0.0010000000000000009,0.0,0.0,-0.536,-0.52,-0.594,0.298,0.048999999999999995,0.007000000000000006,0.015,-0.63,-0.164,-0.605,0.458,-0.01699999999999996,0.0040000000000000036,0.023000000000000007,0.004,-0.02400000000000002,0.004
0.0,0.0,0.0,-0.536,-0.522,-0.594,0.298,0.071,0.0040000000000000036,0.034,-0.494,-0.344,-0.65,0.464,-0.020000000000000018,0.008999999999999897,0.015999999999999986,0.004,-0.03400000000000003,0.005
0.0010000000000000009,0.0010000000000000009,0.0,-0.536,-0.52,-0.595,0.297,-0.01899999999999999,-0.0020000000000000018,0.022,-0.42,-0.419,-0.688,0.417,-0.009000000000000008,0.0030000000000001137,0.0020000000000000018,0.0020000000000000018,-0.03699999999999992,0.007
0.0,0.0,0.0,-0.537,-0.519,-0.596,0.296,-0.03,-0.0050000000000000044,-0.005999999999999998,-0.456,-0.378,-0.688,0.42,-0.0020000000000000018,0.0009999999999998899,-0.009999999999999981,-0.0040000000000000036,-0.031000000000000028,-0.006
0.0,0.0010000000000000009,0.0,-0.538,-0.517,-0.598,0.293,-0.006000000000000005,0.0,-0.007000000000000006,-0.477,-0.361,-0.676,0.431,0.0020000000000000018,0.0009999999999998899,-0.023000000000000007,-0.0049999999999999975,-0.029000000000000026,-0.005
0.0,0.0020000000000000018,0.0,-0.538,-0.513,-0.602,0.291,-0.000999999999999987,-0.0020000000000000018,-0.000999999999999994,-0.478,-0.371,-0.67,0.431,0.0050000000000000044,0.0009999999999998899,-0.020000000000000004,0.0,-0.024999999999999967,-0.005
0.0010000000000000009,0.0010000000000000009,0.0020000000000000018,-0.537,-0.509,-0.605,0.292,-0.0020000000000000018,-0.0030000000000000027,-0.0010000000000000009,-0.476,-0.37,-0.668,0.435,0.006000000000000005,-0.0029999999999996696,-0.019000000000000003,-0.004,-0.02400000000000002,-0.011
0.0020000000000000018,0.0030000000000000027,0.0040000000000000036,-0.518,-0.514,-0.622,0.284,-0.0010000000000000009,-0.0020000000000000018,0.0,-0.476,-0.369,-0.668,0.437,0.006000000000000005,-0.002000000000000224,-0.016,-0.007000000000000001,-0.026000000000000023,-0.011000000000000001
0.0010000000000000009,0.0,0.0069999999999999785,-0.477,-0.53,-0.652,0.259,0.0,0.0,0.0,-0.477,-0.368,-0.669,0.436,0.0020000000000000018,0.0009999999999998899,-0.0029999999999999957,-0.005000000000000001,-0.01799999999999996,-0.005000000000000001
-0.0030000000000000027,-0.0020000000000000018,0.0050000000000000044,-0.439,-0.544,-0.673,0.243,0.0010000000000000009,0.0,0.0010000000000000009,-0.475,-0.365,-0.671,0.437,-0.0010000000000000009,0.001000000000000334,0.009000000000000001,0.0010000000000000009,-0.015000000000000013,0.0030000000000000027
-0.0010000000000000009,0.0020000000000000018,0.0040000000000000036,-0.424,-0.543,-0.685,0.237,0.0010000000000000009,0.0,0.000999999999999994,-0.474,-0.365,-0.672,0.438,0.0020000000000000018,-0.001000000000000334,0.020000000000000004,0.0,-0.014000000000000012,0.0
-0.0010000000000000009,0.007000000000000006,0.023999999999999994,-0.387,-0.555,-0.709,0.199,0.0,0.0,0.0,-0.473,-0.365,-0.67,0.44,-0.0010000000000000009,-0.0029999999999996696,0.03399999999999999,0.004,-0.013000000000000012,-0.0020000000000000018
