e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_z,d_t_y,d_t_x,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w
,-0.0039999999999999,-0.0,0.007,-0.007,0.001,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0019999999999998,1.9992688060632702e-16,-0.001,0.0,0.0009999999999999,-0.0009999999999999
,0.001,-0.001,-0.003,-0.001,0.007,-0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999,-0.0019999999999998,0.0029999999999999003,-0.002
,-0.001,-0.0,0.0,0.0,0.0,0.0,-0.001,0.001,0.002,-0.008,0.014,-0.013000000000000001,0.006,-0.001,0.0,0.001,-0.002,0.0,0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.005,0.006,0.001,-0.002,-0.002,0.003,0.001,-0.001,-0.001,0.001,-0.001,0.0,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.007,0.008,0.0,0.004,-0.011,0.009000000000000001,-0.007,0.005,-0.001,0.001,-0.002,0.002,-0.0019999999999999003,0.0019999999999999003
,0.0,-0.0,0.0,-0.001,0.001,0.0,-0.004,0.004,0.002,0.001,-0.005,0.003,-0.002,0.002,-0.001,0.0,0.001,0.0,-0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.001,-0.001,0.0,0.0,0.001,-0.001,0.005,-0.005,-0.001,0.0,0.001,0.0,0.0,0.004,-0.0030000000000002,-0.0009999999999998,0.002,-0.002,-0.002,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,0.0129999999999999,-0.013999999999999901,-0.001,0.0,0.005,-0.005,0.006,-0.0010000000000001002,-0.0029999999999999,-0.001,0.003,-0.0029999999999999003,-0.0010000000000001,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.001,-0.001,-0.003,0.002,0.004,0.0,-0.007,0.009000000000000001,-0.003,0.0,-0.001,-0.001,0.001,0.0,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.002,0.001,-0.007,-0.002,0.013000000000000001,-0.006,0.001,0.001,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.001
,-0.0059999999999999,0.003,-0.005,0.004,-0.004,0.003,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.001,0.001,-0.001,0.0,-0.001,0.001
,-0.0159999999999999,0.006,-0.008,0.0099999999999998,-0.0139999999999998,0.007,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009999999999999,0.0009999999999999,0.001,-0.001,-0.0009999999999999,-9.996344030316351e-17,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0029999999999997,0.0020000000000003,0.001,-0.004,0.0010000000000001,0.0009999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0069999999999999,0.0049999999999999,-0.0089999999999998,-0.0110000000000001,0.028,-0.018000000000000002,0.006,0.001,-0.001,0.001,0.0,-0.001,0.001,-0.002,0.0029999999999997,-0.0019999999999997,0.003,0.001,-0.005,0.001
,0.001,-0.001,-0.003,-0.003,0.011,-0.01,0.002,0.002,0.004,-0.009000000000000001,0.01,-0.005,0.0119999999999999,-0.0109999999999999,-0.0009999999999998,-1.9992688060632702e-16,0.001,0.0009999999999999,0.002,-0.0039999999999998995
,0.0,-0.001,0.0,-0.001,0.002,-0.001,-0.008,0.009000000000000001,0.003,-0.009000000000000001,0.009000000000000001,-0.005,0.0089999999999999,-0.0069999999999998995,-1.9992688060632702e-16,-0.0009999999999998,-0.001,0.001,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.002,-0.001,-0.0089999999999999,0.009999999999999901,0.001,0.0,-0.009000000000000001,0.012,-0.006,0.002,-0.001,0.002,-0.005,0.003,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,-0.001,-0.005,0.006,0.002,0.003,-0.01,0.008,-0.006,0.005,-0.0029999999999998,0.0019999999999998,-0.002,0.0,0.001,0.0
,0.0,-0.0,-0.001,0.001,-0.001,0.0,0.004,-0.004,0.0,0.001,0.012,-0.023,0.009999999999999998,0.003,-0.0029999999999998,0.0019999999999998,-0.002,0.001,-0.001,0.001
,0.0,-0.0,-0.001,0.002,-0.001,-0.001,0.0069999999999999,-0.0069999999999999,-0.0009999999999998998,0.0029999999999999,-0.002,0.002,0.0,0.001,-0.0029999999999998,0.0009999999999998,0.0,0.0,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,0.007,-0.008,0.0,0.0,0.002,-0.002,0.005,-0.0030000000000001,-0.0009999999999999,0.0,-0.001,0.0,0.0,0.001
,0.002,-0.001,0.0,0.0,0.0,0.0,0.008,-0.009000000000000001,-0.003,0.004,0.001,-0.002,0.001,0.001,-0.001,0.0,0.0,0.0,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.001,-0.002,0.002,-0.003,0.002,0.0,-0.001,-0.003,0.0139999999999998,-0.0179999999999996,0.0039999999999999,0.0049999999999999,-0.0019999999999998,-0.0010000000000002,-0.0009999999999998998,0.0039999999999998,-0.0059999999999999,0.005
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.013,-0.004,0.0279999999999999,-0.022999999999999902,-0.004,0.008,-0.007,0.0,0.0,0.001,0.0,-0.001,0.0,-0.003,0.003999999999999801,-0.0009999999999998,-0.002,0.001,0.002,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.003,0.0,-0.002,0.02,-0.037000000000000005,0.022000000000000002,-0.005,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.001,0.001,0.0,-0.002,0.001,0.0
,0.003,0.0,0.039999999999999904,-0.009999999999999901,-0.062,0.08399999999999991,-0.051999999999999796,-9.996344030316351e-17,0.001,0.0,0.001,-0.002,0.0019999999999999003,-0.0029999999999999003,0.002,0.001,-0.0029999999999999,0.0019999999999999,0.001,0.0
,0.005,-0.001,-0.006,-0.012,0.038,-0.038,0.019,0.0,0.0,0.0,-0.001,0.001,0.0,-0.002,0.002,0.0,0.0,0.0,0.0,0.0
,0.007,-0.002,0.005,-0.004,0.005,-0.008,0.005,0.001,0.0,-0.001,-0.001,0.002,-0.001,-0.004,0.004,0.001,0.0,-0.001,0.0029999999999999,-0.0029999999999999
,0.0049999999999999,-0.005,0.007,0.001,-0.006,0.012,-0.009,0.001,-0.001,0.0,0.0,0.0,0.0,-0.002,0.0029999999999998,-0.0009999999999998,-0.002,0.002,0.004,-0.003
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.001,0.001,0.0,-0.001,0.001,-0.01,0.01,0.002,0.0009999999999998998,-0.010999999999999701,0.011999999999999601,-0.0069999999999998,0.0039999999999999,-0.0009999999999999,0.0,0.0,0.0,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,-0.001,0.001,0.0,-0.001,0.005,-0.006,0.0,0.004,0.020999999999999998,-0.04,0.0249999999999999,-0.0059999999999998995,-0.002,0.0,0.0,-0.001,0.0,0.001
,0.001,-0.0,0.0,0.0,0.0,0.0,0.012,-0.013000000000000001,-0.001,0.0,0.003,-0.002,0.003,0.001,-0.003999999999999801,-9.996344030316351e-17,0.0049999999999999,-0.0069999999999999,0.0,0.0029999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,0.0129999999999999,-0.013999999999999901,-0.007,0.0119999999999999,-0.0039999999999999,-0.001,-0.0039999999999999,0.0069999999999999,-0.002,-0.001,0.0,0.0,-0.004,0.005
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.001,-0.0,0.002,-0.016,0.023,-0.005999999999999999,-0.003,-0.001,0.001,0.001,-0.004,0.005,-0.003,0.001,0.0010000000000003,-0.0010000000000003,-0.002,0.002,-0.0029999999999999,0.0029999999999999
,-0.003,-0.005,0.006,0.005,-0.012,0.008,-0.004,0.0,0.0,0.001,-0.002,0.001,0.0,-0.001,0.0019999999999998,-0.0009999999999998,0.0,0.0,0.0,0.0
,-0.01,-0.0,0.0079999999999999,0.0070000000000001,-0.023,0.008,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,0.0
,-0.005,0.002,-0.005,0.008,-0.013000000000000001,0.009000000000000001,-0.003,0.0,0.0,0.0,0.001,-0.001,0.0,-0.002,0.0009999999999997001,0.0020000000000003,-0.001,0.0,-0.001,0.001
,0.003,-0.0,0.023,0.026000000000000002,-0.088,0.051000000000000004,-0.012,0.001,-0.001,0.0,0.0,0.0,0.0,-0.0019999999999999,0.0019999999999999,0.001,-0.002,0.002,-0.002,0.001
,0.004,-0.0,0.0,0.0,-0.001,0.004,-0.004,0.001,0.0,0.0,0.001,-0.001,0.0,-0.002,0.0009999999999997001,0.0020000000000003,0.0,0.0,-0.001,0.0
,0.006,-0.001,0.001,-0.002,0.006,-0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.001,-0.001,0.0,0.003,-0.002,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,-0.001,-0.001,0.004,-0.003,-0.018,0.022,0.002,-0.003,-0.018000000000000002,0.026000000000000002,-0.008,0.0,-0.0009999999999997001,-2.9989032090949053e-16,0.0,0.0,0.0029999999999999003,-0.0039999999999999
,0.0,-0.0,0.0,0.0,-0.001,0.001,-0.014,0.017,0.0019999999999999003,-0.0129999999999998,-0.0050000000000001,0.025,-0.009000000000000001,-0.0010000000000001002,-0.0029999999999997,0.0029999999999998,-0.005,0.003,0.002,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.001,0.0,0.002,-0.001,0.0,0.0049999999999999,-0.0069999999999999,0.001,0.0039999999999998995,-0.0029999999999999,-0.002,-0.0089999999999999,0.0129999999999999,-0.002,0.001,0.0,-0.001,-0.0019999999999999,0.0019999999999999
,0.0,-0.0,-0.001,0.001,-0.001,0.001,0.008,-0.01,0.0,0.0,0.007,-0.008,0.007,-0.002,-0.0029999999999998,0.0019999999999998,0.0009999999999998998,-0.0029999999999999,-0.0009999999999998998,0.0019999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,0.009,-0.011,-0.002,0.004,0.002,-0.002,0.005,-0.003,-0.0029999999999998,-1.9992688060632702e-16,0.002,-0.001,-0.002,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.002,0.002,0.0,0.002,-0.002,0.001,0.002,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.002,-0.002,0.003,-0.005,0.002,0.0079999999999999,-0.0329999999999998,0.0429999999999998,-0.0179999999999999,0.001,0.0,0.0,0.0,0.0,0.0,0.0
,-0.002,0.0,-0.0079999999999999,-0.015000000000000098,0.036,-0.02,0.006,0.0,0.001,-9.996344030316351e-17,-0.0029999999999999003,0.003,-0.001,0.0009999999999999,-0.0009999999999999,-0.001,0.002,0.0,-0.002,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0179999999999999,0.004,-0.007,0.024999999999999998,-0.034999999999999996,0.015,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,1.9992688060632702e-16,0.0019999999999998,-0.001,-0.002,0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.02,-0.007,-0.028,0.0,0.061,-0.057,0.0289999999999999,-0.0009999999999999,0.001,-0.002,0.001,0.0,-0.003,0.001,0.002,0.0,0.006,-0.005,-0.001,0.0
,0.0099999999999999,0.001,-0.024999999999999998,0.024,0.006,0.006,-0.005,-0.001,0.001,-0.001,0.0,0.0,0.0,-0.002,0.002,0.0,0.0,0.0,0.001,-0.001
,-0.001,0.001,0.003,-0.002,0.005,-0.009000000000000001,0.006,0.0,0.0,0.0,0.0,0.001,0.0,-0.0049999999999999,0.0059999999999996,-0.0019999999999997,-0.004,0.003,0.005,-0.004
,0.008,-0.001,0.0,0.002,-0.002,0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.002,-0.001,0.001,0.0,0.002,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.003,-0.004,0.0,0.004,-0.004,0.001,0.0009999999999999,-0.0009999999999999,0.0,0.0,-0.001,0.001,0.0,-0.001,1.9992688060632702e-16,-1.9992688060632702e-16,0.001,-0.001,0.005,-0.004
,0.0,-0.0,0.0,0.001,-0.001,0.0,-0.005,0.005,0.004,-0.0109999999999999,0.0079999999999999,0.001,0.004,-0.006,0.0009999999999998,-0.0009999999999998,-0.001,0.0,0.0039999999999998995,-0.0029999999999999
,-0.001,0.001,0.0,0.0,0.0,0.0,-0.0179999999999999,0.0219999999999999,0.001,-0.008,-0.011,0.024,-0.012,0.002,0.0010000000000003,-2.9989032090949053e-16,-0.002,0.0,0.003,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.001,0.001,-0.001,0.002,-0.001,0.001,0.010999999999999899,-0.0129999999999999,-0.006,0.01,0.0,-0.004,0.005,-0.0020000000000001002,-0.0030000000000001996,2.9989032090949053e-16,0.003,-0.001,-0.004,0.003
,0.0,0.001,-0.001,0.0,0.0,0.0,-0.0,0.0,-0.001,-0.003,0.006,-0.004,-0.003,0.007,-0.002,-0.001,-0.001,0.002,-0.0029999999999999,0.0029999999999999
,0.0,-0.0,0.0,-0.001,0.001,0.0,0.007,-0.01,1.0018028073766061e-16,0.0059999999999998995,-0.013000000000000001,0.017,-0.006,0.0,-0.0019999999999998,-1.9992688060632702e-16,0.001,0.0,-0.0039999999999999,0.0039999999999999
,-0.001,0.001,-0.0039999999999998995,-0.0090000000000001,0.019,-0.006,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.006,-0.009999999999999901,0.0049999999999999
,-0.009,-0.0,0.005,0.003999999999999999,-0.013999999999999999,0.004,0.001,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.0029999999999999,-0.0029999999999999,0.001
,-0.008,0.001,-0.003,0.009000000000000001,-0.013000000000000001,0.006,-0.001,0.0,0.0,-0.001,0.002,-0.002,0.001,-0.002,0.002,0.001,0.0,-0.001,-0.001,0.0
,-0.002,0.005,-0.0159999999999999,-0.006000000000000099,0.033,-0.020999999999999998,0.007,-0.001,0.0,0.0,0.0,0.0,0.0,-0.002,0.0010000000000002,0.0019999999999998,-0.001,0.0,0.0,0.0
,0.004,0.001,0.001,-0.003,0.005,-0.005,0.002,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.022999999999999902,0.0039999999999999,-0.0159999999999999,0.017,-0.006,0.005,0.001,-0.003,0.001,0.0,0.0,0.001,-0.002,-0.003,0.004,-0.001,0.005,-0.003,0.003,-0.004
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.001,-0.001,-0.015,-0.004,0.035,-0.0369999999999999,0.0209999999999999,0.0,0.0,0.0,-0.001,0.003,-0.002,-0.002,0.0029999999999998,-0.0029999999999998,0.002,-0.001,0.009000000000000001,-0.008
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.001,-0.009999999999999998,0.009999999999999998,0.002,-0.006,-0.001,0.007,-0.002,0.0,-1.9992688060632702e-16,1.9992688060632702e-16,-0.001,0.001,0.0019999999999999,-0.0029999999999999
,-0.001,-0.0,0.0,0.0,0.0,0.001,-0.010999999999999899,0.0119999999999999,0.001,-0.003,-0.006,0.011,-0.004,0.001,-0.002,0.001,-0.002,0.001,0.001,-0.001
,0.0,-0.0,0.001,-0.001,0.0,0.001,-0.006,0.006,0.0,0.0,-0.006,0.009000000000000001,-0.007,0.005,-0.002,0.001,-0.001,0.0,0.002,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,0.006,-0.006,-0.001,0.0,0.004,-0.006,0.001,0.0069999999999999,-0.0049999999999999,0.001,-9.996344030316351e-17,-0.0019999999999999003,9.996344030316351e-17,0.0009999999999999
,0.0,0.001,-0.001,0.0,0.001,-0.001,0.0169999999999999,-0.0199999999999999,-0.002,0.004,0.004,-0.005,0.001,0.005,-0.004,-0.002,0.002,0.0,-0.002,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.001,0.0,0.0079999999999999,-0.0079999999999999,-0.004,0.003,0.005,-0.004,0.013,-0.009999999999999998,-0.003999999999999801,-0.0010000000000002,0.002,-0.003,0.002,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.001,0.001,0.0,-0.011,0.018000000000000002,-0.0209999999999999,0.0129999999999999,0.001,-0.001,0.0,-0.001,0.002,-0.001,0.001,-0.001,-0.001,0.0,0.003,-0.0059999999999999,0.0039999999999999
,-0.004,-0.001,0.0069999999999999,-0.0059999999999999,-0.001,0.005,-0.004,0.001,-0.001,0.0,0.001,-0.001,0.0,-0.001,0.001,0.0,-0.001,0.001,-0.001,0.001
,-0.009999999999999998,0.001,-0.0049999999999999,0.0129999999999999,-0.017,0.013000000000000001,-0.006,0.0,0.0,0.0,0.001,-0.001,0.001,-0.003,0.002,0.0,-0.001,0.0,0.0,0.001
,-0.007,-0.0010000000000001002,-0.0039999999999998995,0.01,-0.013000000000000001,0.002,0.003,0.0,0.0,0.0,0.001,-0.001,0.0,-0.002,0.002,0.001,-0.001,0.0,0.0,0.0
,0.023,-0.009000000000000001,0.024,0.039,-0.111,0.0699999999999999,-0.0189999999999999,0.0,-0.001,-0.001,1.9992688060632702e-16,0.0009999999999998,-0.001,-0.0029999999999999003,0.0039999999999999,0.003,-0.004,0.0019999999999999003,-0.0029999999999999003,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.010999999999999899,0.0010000000000001002,0.0049999999999999,-0.009000000000000001,0.011,-0.009000000000000001,0.004,-0.001,0.001,0.0,0.0,0.0,0.0,-0.005,0.0069999999999997,-0.0019999999999997,-0.001,0.002,0.002,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.01,-0.005,0.009999999999999901,-0.0169999999999998,0.017999999999999898,0.0059999999999998995,-0.0119999999999999,0.001,-0.001,0.0,0.0,0.0,0.0,-0.0039999999999999,0.0039999999999999,-0.001,0.0,0.001,0.0049999999999999,-0.0039999999999999
,-0.001,0.003,-0.0119999999999999,9.8879238130678e-17,0.018999999999999802,-0.0219999999999999,0.0129999999999999,0.0,0.0,0.001,0.0,-0.002,0.001,-0.001,0.0019999999999998,1.9992688060632702e-16,-0.002,0.001,0.0009999999999999,-0.0009999999999999
,0.001,-0.001,-0.002,0.001,0.002,-0.002,-0.003,0.005,0.001,0.001,0.005,-0.0149999999999998,0.0059999999999998,0.001,0.0,0.0,0.0,0.0,0.0,0.0
,0.001,-0.001,-0.002,0.001,0.002,-0.003,-0.009,0.015,-0.002,0.0,-0.007,0.007,-0.006,0.005,-0.001,0.0,0.0,0.0,0.002,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.001,-0.022000000000000002,0.023,0.0019999999999999003,-0.0049999999999999,-0.013999999999999999,0.025,-0.012,0.003,-0.001,0.0,-0.001,0.001,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.003,-0.005999999999999801,0.0049999999999998,-0.001,0.003,-0.006,0.001,0.0029999999999999,0.0340000000000001,-0.06,0.066,-0.038000000000000006,-0.004,0.001,0.0,-0.002,0.0,0.001
