e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_z,d_t_y,d_t_x,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w
,0.0,-0.0,0.0,0.0,-0.001,0.001,-0.005,0.007,-0.001,-0.005,0.0,0.009000000000000001,-0.006,-0.001,0.002,0.0,-0.001,-0.004,0.007,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.002,-0.001,0.003,-0.0039999999999998995,0.0029999999999999,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.006,0.003,0.005,0.003,-0.0109999999999998,0.011999999999999799,-0.009000000000000001,0.005,-0.002,0.0,0.0,-0.003,-0.0009999999999999003,0.0039999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.001,-0.001,0.001,-0.001,0.0,-0.002,0.028999999999999998,-0.0569999999999999,0.0369999999999999,-0.004,-0.003,0.002,-0.003,0.002,-0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.001,-0.001,0.001,0.006,-0.008,0.0,0.0059999999999999,-0.0009999999999999003,-0.008,0.006,0.001,-0.003,0.0,0.001,0.0,-0.0029999999999999,0.0019999999999999
,0.0,-0.0,-0.0009999999999999,0.0009999999999999,0.0,0.0,0.008,-0.01,0.001,0.005,-0.004,0.0,0.001,0.002,-0.003,0.0,-0.002,0.0039999999999998995,-0.0039999999999998995,0.003
,0.0,-0.0,0.0,0.0,0.0,0.0009999999999999,0.0050000000000001,-0.007,0.0,0.003,-0.002,0.001,-0.004,0.0059999999999998995,-0.0029999999999999,0.001,0.0,0.001,-0.0039999999999998995,0.0019999999999999
,0.001,-0.0,0.0,-0.001,0.003,-0.002,0.003,-0.004,0.002,0.0049999999999999,-0.0059999999999999,-0.001,-0.0039999999999999,0.0069999999999999,-0.002,0.001,0.0,-0.001,-0.001,0.001
,0.0,-0.0,0.0019999999999999,-0.0019999999999999,0.0,0.002,0.001,-0.003,0.001,0.0,0.003,-0.009000000000000001,0.004,0.0039999999999998995,-0.0029999999999999,0.001,-0.001,0.0,-0.0019999999999999,0.0019999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,-0.0050000000000002005,0.0020000000000002,0.0039999999999999,-0.0049999999999999,0.004,-0.003
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0209999999999999,0.0,0.001,-0.022,0.032,-0.0199999999999999,0.0039999999999999,0.0,0.0,0.0,-0.002,0.003,-0.001,-0.001,0.0019999999999998,-0.0019999999999998,-0.003,0.0069999999999999,-0.0039999999999998995,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.029,-0.001,-0.002,0.05,-0.1039999999999999,-0.0180000000000001,0.074,0.0,0.0,-0.001,0.001,0.0,-0.001,0.0,1.9992688060632702e-16,0.0009999999999998,0.001,-0.001,-0.0009999999999999,0.0009999999999999
,0.002,-0.001,0.0009999999999999,0.0010000000000001,-0.003,0.013000000000000001,-0.012,-0.001,0.001,-0.0019999999999999,0.0019999999999999,0.0,-0.002,0.001,0.001,0.0,0.001,0.0009999999999998998,-0.0009999999999998998,-0.001
,0.0,0.002,0.004,-0.005,0.001,0.0039999999999999,-0.0049999999999999,0.0,0.0,0.0,0.001,-0.002,0.002,-0.002,0.001,0.001,-0.0029999999999999,0.0009999999999998998,0.002,-0.001
,0.004,0.002,0.004,-0.005,0.002,-0.002,0.001,0.0,0.0,-0.0009999999999999,0.0009999999999999,0.0,0.0,-0.001,-2.9989032090949053e-16,0.0010000000000003,0.001,-0.001,0.0009999999999999,-0.0009999999999999
,0.007,-0.002,-0.009000000000000001,0.02,-0.0169999999999998,-0.0050000000000001,0.0139999999999999,0.0,0.0,0.0009999999999999,9.996344030316351e-17,-0.001,0.001,-0.0019999999999999003,0.0009999999999999,0.0,0.0,0.0,0.001,-0.001
,0.006999999999999999,0.001,0.0019999999999999003,0.0010000000000001,-0.005,0.0,0.003,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0099999999999999,-0.005,0.004,0.001,0.0,-0.004,0.004,0.0,0.0,0.001,-0.002,0.001,0.001,-0.0049999999999999,0.004999999999999701,1.9992688060632702e-16,-0.002,0.003,0.0,-0.002
,-0.008,0.003,0.0,0.003,-0.006,0.0089999999999999,-0.0059999999999999,0.0,0.001,0.0,0.0,-0.001,0.001,-0.0049999999999999,0.0050000000000002005,-2.9989032090949053e-16,-0.0039999999999998995,0.0029999999999999,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.001,-0.002,0.0,0.0,0.001,0.0,0.002,-0.004,0.004,0.0009999999999998998,-0.0079999999999999,0.0039999999999997,-0.0009999999999997001,0.001,0.005,-0.003,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.008,0.01,-0.001,0.004,0.002,-0.014,0.008,-0.001,0.0010000000000003,-0.0020000000000003,0.002,-0.005,0.007,-0.003
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.009,0.006999999999999999,0.001,-0.002,0.003,0.0,0.002,-0.001,-0.001,0.0,-0.001,0.0019999999999999003,-0.0029999999999999003,0.003
,0.0,-0.0,0.0,0.0,0.001,-0.001,-0.006,0.007,-0.001,0.001,0.0,-0.001,0.001,0.0,-0.001,0.0,0.002,0.0009999999999998998,-0.0029999999999999,0.0
,-0.001,0.001,0.001,-0.004,0.007,-0.0010000000000001002,-0.0079999999999999,0.005,0.002,0.03,-0.17,0.258,-0.0820000000000001,-0.0369999999999999,-0.0020000000000003,0.0020000000000003,0.001,-0.002,0.0,0.0
,0.0,-0.0,0.0,0.001,-0.002,0.002,0.0,-0.001,0.0,0.001,-0.003,0.004,0.005,-0.005,-0.0009999999999997001,-2.9989032090949053e-16,-0.002,0.0,-0.002,0.003
,0.001,-0.0,-0.0009999999999999,0.0019999999999999003,-0.001,0.0,0.008,-0.01,0.002,-0.0009999999999999,0.0039999999999999,-0.006,0.001,0.0059999999999999,-0.0030000000000001002,1.9992688060632702e-16,-0.001,0.002,-0.005,0.003
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.002,-0.001,0.0099999999999999,-0.0119999999999999,0.004,0.0039999999999999,-0.0069999999999999,0.001,-0.0069999999999999,0.0129999999999999,-0.006,0.001,0.0,-0.001,-0.005,0.005
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.002,-0.001,-0.0,-0.001,0.001,0.005,0.003999999999999999,-0.018,0.0159999999999999,-0.0039999999999999,-0.003,0.0,0.0,0.0019999999999999,-0.0039999999999998,0.0019999999999999
,-0.002,0.002,-9.996344030316351e-17,9.996344030316351e-17,-0.002,0.002,-0.001,0.0,0.0,0.0,0.001,-0.003,0.003,0.0,-0.0030000000000002,0.0020000000000002,-0.001,-0.001,0.001,0.001
,-0.002,0.001,-0.101,1.411,0.19599999999999995,-1.5099999999999998,0.003,0.0,0.0,-0.0009999999999999,-9.996344030316351e-17,0.001,-0.001,0.002,-0.001,0.0,0.0019999999999999,-0.0019999999999999,0.0,0.0
,-0.008,-0.001,0.001,0.005999999999999999,-0.016,0.008,-0.001,0.0,-0.001,0.0,0.0,0.001,0.0,0.0,0.0,-0.001,0.001,0.0,-0.001,0.001
,-0.010999999999999899,-0.003,-0.0039999999999999,0.0039999999999999,0.004,0.0049999999999999,-0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.001,-0.001,0.0,0.0,0.003,-0.002
,-0.001,0.001,0.0,0.002,-0.008,-0.0059999999999998995,0.010999999999999899,-0.001,0.0,-0.0009999999999999,0.0009999999999999,0.001,-0.003,0.001,0.001,-0.001,0.003,-0.002,0.0,0.0
,0.005,-0.003,-0.021,0.047,-0.056999999999999995,0.026,0.005,0.0,0.0,0.0009999999999999,-0.0009999999999999,-0.001,0.001,-0.001,0.001,0.0,-0.001,0.0019999999999999003,0.0,-0.0009999999999999
,0.002,-0.0,-0.005,0.005,0.001,0.0059999999999999,-0.0069999999999999,0.0,0.0,-0.0009999999999999,0.0019999999999999003,-0.001,-0.0009999999999999,-0.0010000000000001,0.002,0.0,-0.0009999999999999,-9.996344030316351e-17,0.001,0.0
,0.005999999999999999,0.003,0.0,0.004,-0.009000000000000001,0.003,0.002,0.0,0.0,0.0009999999999999,-0.0009999999999999,0.0,0.0009999999999999,-0.0029999999999997997,0.0019999999999999,0.0,0.001,-0.002,0.0029999999999999,-0.0019999999999999
,0.009000000000000001,0.001,-0.004,0.016,-0.02,0.011,-0.001,0.0,0.0,0.001,0.0,-0.001,0.002,-0.004,0.002,0.0,-0.001,0.0,0.002,-0.001
,0.008,-0.003,0.003,-0.002,0.003,-0.005,0.004,0.0,0.0,0.002,-0.001,-0.002,0.0029999999999999,-0.0039999999999998995,0.002,-0.001,9.996344030316351e-17,0.0009999999999999,0.0009999999999999,-0.0009999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.003,0.0,-0.001,9.996344030316351e-17,0.0019999999999999003,-0.001
,0.0,-0.0,0.001,-0.003,0.003,-9.996344030316351e-17,-0.0019999999999999003,0.002,-0.001,0.001,0.0,-0.002,0.002,-0.003,0.0029999999999998,-0.0009999999999998,-0.002,0.003,-0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.001,-0.001,0.001,-9.996344030316351e-17,-0.0019999999999999003,0.0,0.001,-0.0049999999999999,1.0061396160665481e-16,0.0099999999999998,-0.005,-0.001,0.001,-0.001,-0.001,0.0010000000000001,0.0019999999999999003,-0.001
,0.0,0.001,0.0,0.0,-0.001,-0.001,-0.006,0.009000000000000001,-0.002,-0.002,-0.006999999999999999,0.017,-0.009000000000000001,0.001,0.0,-0.001,0.002,-0.001,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.009,0.011,-0.004,-0.0009999999999998998,0.0059999999999998995,-0.006,0.0079999999999999,-0.0039999999999999,-0.001,0.001,-0.001,-0.002,0.001,0.001
,0.0,-0.001,0.001,0.0,0.0,0.0,-0.007,0.009000000000000001,-0.0049999999999999,-0.0050000000000001,0.009000000000000001,-0.003,0.01,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.003,0.001,0.003,0.0,-0.002,0.003,-0.003,0.002,-0.001,0.001,0.0,-9.996344030316351e-17,0.0,-0.0009999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.001,-0.001,0.0,0.0009999999999999,0.0020000000000001,-0.003,0.001,-0.002,-0.004,0.011999999999999799,-0.0139999999999998,0.009000000000000001,-0.0010000000000002,1.9992688060632702e-16,-0.001,0.0,-0.0019999999999999,0.0019999999999999
,-0.001,0.001,0.0,0.0,0.0,0.0,0.005,-0.005,0.001,0.003,-0.005,0.003,-0.005,0.004,-0.001,0.001,-0.001,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.001,-0.001,0.013,-0.015,0.002,0.0129999999999999,-0.013999999999999901,0.002,-0.005,0.008,-0.004,0.001,-0.0019999999999999003,0.0009999999999999,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,-0.001,-0.001,0.003,-0.002,0.0,-0.001,0.002,-0.002,-0.003,0.01,-0.01,0.0089999999999999,-0.0039999999999999,0.001,0.0,0.0,-0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.001,0.0099999999999999,-0.0079999999999999,-0.002,0.015,-0.015,-0.001,0.001,0.0,0.0,-0.001,0.0019999999999999003,0.0010000000000001,-0.0030000000000003,0.0010000000000003,0.0,0.002,-0.004,0.002
,-0.0079999999999999,0.001,-0.004,0.009000000000000001,-0.013000000000000001,0.006,-0.0,0.0,0.0,0.0,0.0,0.001,-0.002,0.001,-0.0009999999999998,-1.9992688060632702e-16,0.003,-0.0049999999999999,0.0049999999999999,-0.002
,-0.009999999999999998,-0.001,-0.005,-0.004,0.013000000000000001,-0.0119999999999999,0.0069999999999999,-0.001,0.0,0.001,0.0,-0.002,0.002,-0.002,0.001,-0.001,0.0,0.0,0.001,0.0
,-0.002,0.001,9.996344030316351e-17,0.0079999999999999,-0.0139999999999998,0.0069999999999998,-0.0,0.0,0.0,-0.001,0.001,0.001,-0.0019999999999999003,0.0009999999999999,0.0,0.0,0.0009999999999999,9.996344030316351e-17,-0.001,0.0
,-0.004,-0.001,-0.002,0.006,-0.007,0.006,-0.002,0.0,0.0,0.0,0.0,0.0,0.0009999999999999,-0.0009999999999999,0.0,0.0,0.0,0.0,0.0,0.0
,-0.003,1.0018028073766061e-16,-0.0030000000000001002,0.011,-0.01,0.004,0.001,-0.001,0.001,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0009999999999999,9.996344030316351e-17,-0.001
,0.001,-0.001,-0.005999999999999999,0.009999999999999998,0.0,0.009999999999999901,-0.0109999999999999,0.0,-0.001,0.001,-0.001,0.002,-0.001,-0.002,0.002,0.0,-0.001,0.001,0.001,-0.001
,0.009999999999999998,0.007,0.006999999999999999,-0.005999999999999999,-0.007,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.004,0.0,0.0009999999999999,-0.0019999999999999003,0.002,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.011,0.001,0.001,-0.002,0.001,-0.006,0.006,0.0,0.0,-0.001,0.0,0.002,-0.002,-0.002,0.0040000000000003,-0.0010000000000003,-0.002,0.0029999999999999003,9.996344030316351e-17,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.003,0.001,0.062,-1.45,-0.050000000000000044,1.436,0.002,0.001,-0.001,0.0,0.0,0.001,-0.001,-0.004,0.004,-0.001,0.002,-0.003,0.003,-0.001
,0.0,-0.0,0.0,0.004,-0.007,0.004,0.0,0.0,-0.001,0.002,-0.002,0.0,0.002,-0.0039999999999998995,0.0019999999999999,-0.001,0.001,0.0019999999999999,-0.0029999999999997997,0.0009999999999999
,0.0,-0.0,0.0,0.001,-0.001,-0.001,0.0,0.001,-0.002,-0.0069999999999999,0.0059999999999999,0.008,0.0,-0.007,0.002,-0.001,0.0,0.001,0.001,-0.001
,0.0,0.001,-0.001,0.0,0.001,0.0,-0.006,0.006,-0.001,-0.0029999999999999,-0.0020000000000001002,0.009000000000000001,0.0029999999999999003,-0.0089999999999999,0.0029999999999998,-0.0019999999999998,0.0,0.001,0.0,0.0
,0.0,-0.0,0.0,0.0,-0.001,0.001,-0.002,0.002,0.0,0.001,0.0,-0.001,0.0,0.001,-0.001,0.0,-0.001,0.001,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.009000000000000001,-0.002,-0.0029999999999999003,0.0059999999999999,-0.001,0.006,-0.005,0.0,0.0,0.0,0.0009999999999999,-0.0019999999999998,0.0009999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.001,0.001,0.0,0.001,-0.001,-0.001,0.007,-0.005,0.001,-0.017,0.006,0.0209999999999999,-0.0289999999999999,0.021,-0.004,0.001,-0.0029999999999999,0.0029999999999999,-0.005,0.004
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.001,0.0169999999999999,-0.0219999999999999,0.005,0.0019999999999999,-0.0019999999999999,-0.001,-0.013,0.017,-0.004,0.0,0.0019999999999999,-0.0029999999999999,-0.001,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,-0.001,0.001,0.001,0.004,-0.006,0.001,0.008,-0.008,-0.001,-0.004,0.008,-0.003,0.001,-0.001,0.0,-0.001,0.001
,0.0,-0.0,-0.001,0.005,-0.008,0.0010000000000001002,0.0049999999999999,-0.002,-0.003,-0.009999999999999901,0.0010000000000000009,0.025999999999999898,-0.031,0.02,-0.003,0.0,0.0,0.001,-0.003,0.002
,0.0,-0.0,-0.001,0.0,0.002,-0.001,-0.0,0.0,-0.001,-0.001,-0.002,0.008,-0.006,0.004,-0.002,-0.001,0.004,-0.003,0.0,0.0
,0.0,-0.0,0.0,0.001,-0.002,0.002,0.0,-0.002,0.0,0.001,0.0,0.0,0.001,0.001,-0.002,-0.001,0.001,0.0,0.0,0.0
,-0.005,0.002,0.015000000000000001,-0.013000000000000001,-0.007,0.017,-0.014,0.0,0.0,0.172,1.218,0.038000000000000034,-1.428,0.001,-0.001,-0.001,0.003,-0.001,-0.001,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.009999999999999998,-0.001,-0.002,0.007,-0.009000000000000001,0.005,0.0,-0.002,0.001,0.0,0.001,-0.001,0.001,-0.002,0.001,0.0,-0.002,0.001,0.003,-0.002
,-0.005,-0.0,-0.001,0.004,-0.0069999999999998,0.0049999999999998,-0.001,-0.001,0.001,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.002,-0.002
,-0.002,0.002,-0.0049999999999999,0.0109999999999999,-0.011999999999999799,0.0059999999999998,0.001,-0.001,0.0,-0.172,-1.206,-0.06000000000000005,1.4389999999999998,-0.003,0.0030000000000003,-2.9989032090949053e-16,-0.002,0.001,0.0019999999999999,-0.0009999999999998998
,0.002,-0.001,-0.0039999999999999,0.0059999999999999,-0.002,0.004,-0.004,0.001,0.001,-0.0019999999999999003,0.0009999999999999,0.0,0.0,-0.001,0.001,0.001,-0.001,-0.001,0.003,-0.002
,0.006,0.001,-0.004,0.004,-0.001,-0.005,0.006,-0.001,0.001,0.0,-0.001,0.002,-0.002,-0.001,0.002,0.0,0.002,-0.003,0.0029999999999999,-0.0019999999999999
,0.008,0.003,0.0029999999999999,-0.0009999999999998998,-0.005,0.0,0.003,0.0,0.0,0.001,-0.001,0.0,0.0,-0.002,0.002,0.0,0.001,-0.002,0.002,-0.001
,0.007,0.0,0.0,0.0029999999999998,-0.003999999999999801,0.002,-0.0,0.0,0.0,-0.001,0.001,0.0,0.0,-0.0019999999999999,0.0029999999999997,1.9992688060632702e-16,-0.005,0.0059999999999998995,1.0018028073766061e-16,-0.003
,0.002,0.0,0.0019999999999999003,-0.0039999999999999,0.005,-0.005,0.003,0.001,-0.001,0.0,0.001,-0.002,0.001,-0.002,0.002,0.0,0.0,0.0,0.0009999999999999,-0.0009999999999999
,0.004,-0.003,0.002,-0.013000000000000001,0.024,-0.0080000000000001,-0.0039999999999999,0.0,0.0,0.001,0.0,-0.003,0.002,-0.003,0.003,0.001,0.003,-0.0049999999999999,0.0029999999999999003,-0.002
,0.0,-0.0,-0.001,0.001,0.0,-0.001,0.001,0.0,0.0,0.001,-0.002,0.001,0.0,-0.003,0.003,0.0,-0.001,0.002,-0.0029999999999999,0.0019999999999999
,-0.001,0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.001,-0.001,0.0,0.001,-0.0039999999999998995,0.0019999999999996,2.9989032090949053e-16,0.001,0.002,-0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0010000000000002,-1.9992688060632702e-16,0.001,-0.002,0.004,-0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.022,0.026,-0.011,-0.001,0.019,-0.023,0.0309999999999999,-0.016999999999999897,-0.0029999999999998,0.0009999999999998,0.0,0.0,-0.003,0.003
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.001,-0.002,0.001,0.006,-0.016,0.0129999999999999,0.021000000000000102,-0.09499999999999989,0.1429999999999998,-0.0629999999999999,-0.005999999999999999,-0.003,0.001,-0.002,0.001,-0.002,0.002
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,0.004,-0.01,0.005,0.0,-0.024,0.056,-0.039,0.009000000000000001,-0.001,0.0,0.0,0.001,-0.002,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,0.007,-0.009000000000000001,0.002,-0.004,0.009000000000000001,-0.01,0.004,0.003,-0.002,0.0,0.001,-0.001,-0.001,0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,0.008,-0.01,0.003,0.0019999999999999,-0.0039999999999998995,0.002,-0.0049999999999999,0.0059999999999999,-0.002,0.0,0.0,-0.001,-0.002,0.003
,0.002,-0.001,0.001,-0.001,0.001,-9.996344030316351e-17,-0.0019999999999998,0.0019999999999999003,0.0,0.002,-0.001,-0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
,0.002,-0.001,0.0,-0.001,0.001,-0.001,0.004,-0.003,0.0019999999999999,-0.0079999999999998,0.0049999999999999,0.004,0.0009999999999999003,-0.0010000000000000005,-0.0029999999999999,-0.001,0.002,-0.001,-0.001,0.001
,-0.001,-0.0,-0.0009999999999999,0.0019999999999999003,-0.002,0.0,0.002,-0.002,0.0,0.014999999999999899,-0.0059999999999998995,-0.018000000000000002,0.0269999999999999,-0.0149999999999999,-0.002,-0.001,-0.001,0.003,-0.002,0.001
,-0.003,-0.002,-0.003,0.024,-0.036000000000000004,0.015000000000000001,0.003,-0.002,0.0,0.0,0.004,-0.007,0.003,0.003,-0.0029999999999998,0.0009999999999998,0.001,-0.001,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0010000000000000009,0.008,-0.018,0.0,0.044,-0.038,0.016,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.003,0.001,-0.002,0.004,-0.003,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.001,0.001,-0.004,0.005,-0.001,0.001,-0.001,0.0,0.0,0.001,0.0,-0.002,0.001,-0.001,0.001,0.001,-0.002,0.001,0.0,0.0
,0.001,0.004,-0.0059999999999999,0.0039999999999999,0.006,-0.014999999999999899,0.0119999999999999,0.001,-0.001,0.001,-0.001,0.0,0.0,-0.002,0.002,0.001,0.001,-0.001,0.0,-0.001
,0.007,0.001,0.002,0.003,-0.01,0.005,-0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,0.002,0.0,0.0,-0.001,0.001,0.0
,0.005,-0.001,-0.0049999999999999,0.009999999999999901,-0.006,0.0020000000000001,0.0009999999999999,0.0,0.0,0.0,0.001,-0.002,0.001,-0.002,0.0029999999999998,-0.0009999999999998,-0.001,0.001,0.001,-0.001
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,-0.001,0.0,0.003,-0.003,0.0,0.002,-0.001,0.0,-0.001,0.001,-0.0009999999999999,0.0,0.0009999999999999,0.001,-0.001,-0.001,0.001,0.0
,0.0,-0.0,0.001,0.0,-0.002,0.003,-0.002,0.0,-0.001,0.001,0.0,0.0,0.0009999999999999,-0.0019999999999999003,0.001,0.0,0.0,0.0,0.0,0.0
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.001,0.0,0.0,0.002,-0.001,-0.001,0.001,-0.001,-0.001,0.2349999999999999,1.156,0.03100000000000014,-1.42,-0.002,-1.9992688060632702e-16,0.0010000000000002,-0.001,0.0,0.0059999999999999,-0.0039999999999999
,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
