e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w
,,,-0.567,0.292,0.623,0.453,,,,-0.484,0.516,0.657,0.26,,,,,,,
-0.034,0.02300000000000002,0.0050000000000000044,-0.568,0.094,0.705,0.414,-0.002999999999999999,0.0,0.001999999999999988,-0.487,0.514,0.658,0.257,0.02300000000000002,-0.0009999999999998899,0.01999999999999999,0.004,0.01200000000000001,-0.0010000000000000009,0.0129999999999999
-0.133,0.018000000000000016,0.016,-0.564,0.241,0.622,0.486,-0.0010000000000000009,0.0010000000000000009,0.0,-0.488,0.512,0.659,0.258,0.009999999999999953,0.006999999999999673,-0.0020000000000000018,-0.004999999999999999,-0.0050000000000000044,0.009000000000000001,-0.004999999999999893
-0.15000000000000002,0.02300000000000002,-0.032,-0.552,0.293,0.512,0.59,0.0,0.0,0.0,-0.487,0.514,0.657,0.257,-0.0010000000000000009,0.0,-0.009999999999999981,-0.008,0.0,0.0,0.0
-0.065,0.01200000000000001,0.0059999999999999915,-0.503,0.36,0.525,0.584,0.0,-0.0010000000000000009,0.0,-0.488,0.513,0.659,0.254,-0.009999999999999953,-0.0009999999999998899,-0.015000000000000013,-0.011,0.0030000000000000027,-0.0010000000000000009,0.0029999999999998916
0.07900000000000001,-0.03500000000000003,-0.00399999999999999,-0.545,0.35,0.562,0.515,-0.0019999999999999983,0.0,-0.000999999999999987,-0.491,0.513,0.658,0.249,-0.02400000000000002,0.0030000000000001137,-0.047,-0.0010000000000000009,0.0010000000000000009,0.004,0.0010000000000000009
0.166,-0.028000000000000025,0.0010000000000000009,-0.539,0.327,0.586,0.509,0.0,0.0,0.0,-0.493,0.513,0.657,0.248,-0.009000000000000008,0.0040000000000000036,-0.044,-0.002,0.0010000000000000009,0.007000000000000001,0.0020000000000000018
0.135,-0.014000000000000012,-0.0020000000000000018,-0.536,0.34,0.598,0.489,0.0,-0.0010000000000000009,0.0,-0.494,0.516,0.654,0.246,0.0030000000000000027,0.0030000000000001137,-0.037,-0.014,0.0030000000000000027,-0.01,0.0020000000000000018
0.071,-0.0020000000000000018,0.0,-0.541,0.324,0.591,0.504,-0.0010000000000000009,0.0,0.0,-0.495,0.511,0.659,0.243,0.006000000000000005,0.0,-0.041,0.002999999999999999,0.0040000000000000036,0.0020000000000000018,0.0040000000000000036
0.0,0.0020000000000000018,0.0020000000000000018,-0.555,0.309,0.599,0.487,0.005999999999999998,0.0020000000000000018,0.000999999999999987,-0.515,0.461,0.696,0.192,0.015000000000000013,-0.006000000000000227,-0.044,-0.005999999999999998,-0.0010000000000000009,0.016999999999999998,-0.0010000000000000009
-0.003,-0.0020000000000000018,-0.0010000000000000009,-0.551,0.308,0.602,0.489,-0.06699999999999999,0.04700000000000004,0.0050000000000000044,-0.58,0.398,0.699,0.132,0.010000000000000009,0.002000000000000224,-0.017,-0.0049999999999999975,-0.0030000000000000027,0.019,-0.0030000000000000027
0.0,0.0,0.0010000000000000009,-0.552,0.305,0.606,0.485,-0.128,0.01100000000000001,0.024999999999999994,-0.559,0.494,0.631,0.212,0.0050000000000000044,0.005999999999999783,-0.0010000000000000009,0.0,0.007000000000000006,-0.003000000000000001,0.007000000000000006
0.0,0.0,0.0,-0.548,0.305,0.606,0.489,-0.18100000000000002,0.017000000000000015,0.04100000000000001,-0.484,0.593,0.557,0.323,-0.007000000000000006,0.0,0.010999999999999996,-0.014000000000000005,-0.0030000000000000027,-0.009,-0.0030000000000000027
0.0,0.0,0.0,-0.548,0.305,0.606,0.489,-0.068,0.016999999999999904,0.0040000000000000036,-0.477,0.608,0.496,0.395,-0.019000000000000017,-0.0040000000000000036,0.021000000000000005,0.0030000000000000027,-0.0010000000000000009,-0.004,-0.0020000000000000018
-0.0009999999999999992,0.0010000000000000009,0.0010000000000000009,-0.548,0.301,0.61,0.487,0.07500000000000001,-0.03299999999999992,-0.008000000000000007,-0.528,0.56,0.539,0.342,-0.02300000000000002,-0.004999999999999893,0.032,0.010000000000000002,-0.0010000000000000009,0.003,0.0
0.0,-0.0010000000000000009,-0.0010000000000000009,-0.549,0.3,0.612,0.485,0.11599999999999999,-0.03200000000000003,-0.02099999999999999,-0.542,0.523,0.575,0.319,-0.01699999999999996,-0.0040000000000000036,0.045,0.009999999999999998,-0.007000000000000006,-0.001,-0.007000000000000006
0.0,0.0010000000000000009,0.0010000000000000009,-0.548,0.303,0.611,0.485,0.11300000000000002,-0.016000000000000014,-0.020000000000000018,-0.548,0.503,0.586,0.321,-0.0050000000000000044,-0.0040000000000000036,0.043,0.005999999999999998,-0.015000000000000013,-0.006,-0.014999999999999902
0.0,0.0010000000000000009,0.0,-0.549,0.303,0.613,0.481,0.083,-0.007000000000000006,-0.010999999999999982,-0.531,0.499,0.618,0.294,0.0050000000000000044,-0.008000000000000007,0.033,0.017,-0.016000000000000014,0.001,-0.018000000000000016
0.0,0.0010000000000000009,0.0,-0.55,0.303,0.616,0.476,0.0010000000000000009,0.0010000000000000009,0.0040000000000000036,-0.522,0.495,0.636,0.277,0.009999999999999953,0.0030000000000001137,0.016,-0.003,-0.015000000000000013,-0.003,-0.018000000000000016
-0.004,-0.0010000000000000009,0.0,-0.552,0.294,0.63,0.461,0.0030000000000000027,-0.0020000000000000018,0.004999999999999977,-0.508,0.508,0.634,0.284,0.02300000000000002,0.0009999999999998899,0.0,0.028999999999999998,-0.009000000000000008,-0.0009999999999999992,-0.01200000000000001
-0.0020000000000000018,-0.0010000000000000009,0.0,-0.551,0.295,0.63,0.461,-0.0010000000000000009,0.0,0.0,-0.509,0.507,0.635,0.284,0.019000000000000017,0.01100000000000012,-0.020000000000000004,-0.013,-0.02200000000000002,-0.004,-0.028000000000000025
-0.0009999999999999974,-0.0010000000000000009,-0.0020000000000000018,-0.556,0.295,0.626,0.461,-0.0010000000000000009,0.0,-0.0010000000000000009,-0.511,0.507,0.634,0.282,0.02699999999999997,0.009999999999999787,-0.03899999999999999,0.008000000000000002,-0.040999999999999925,0.009,-0.05899999999999994
-0.0020000000000000018,0.0,-0.0050000000000000044,-0.576,0.279,0.608,0.469,-0.0010000000000000009,-0.0010000000000000009,-0.002999999999999975,-0.518,0.507,0.63,0.278,0.02100000000000002,0.004999999999999893,-0.037000000000000005,-0.04,1.721,0.006,-1.016
-0.0010000000000000009,0.0,-0.008000000000000007,-0.606,0.264,0.572,0.485,0.0,-0.0020000000000000018,-0.0050000000000000044,-0.538,0.501,0.613,0.287,0.022999999999999993,0.002000000000000224,-0.048,-0.005000000000000001,0.04300000000000004,-0.01,0.08999999999999997
0.0020000000000000018,0.0020000000000000018,-0.00899999999999998,-0.641,0.24,0.527,0.504,0.006999999999999992,-0.0020000000000000018,-0.019000000000000003,-0.623,0.455,0.534,0.346,0.016000000000000014,0.0019999999999997797,-0.029,-0.0019999999999999983,0.02499999999999991,-0.004,0.065
0.004999999999999999,0.0030000000000000027,-0.017000000000000015,-0.697,0.189,0.439,0.535,0.010000000000000009,-0.0030000000000000027,-0.013999999999999999,-0.694,0.405,0.457,0.382,0.010999999999999982,0.0,-0.028999999999999998,-0.0050000000000000044,0.019000000000000017,0.0,0.065
0.01,0.0020000000000000018,-0.013999999999999985,-0.75,0.127,0.336,0.556,0.005999999999999998,-0.0010000000000000009,-0.007000000000000006,-0.733,0.371,0.41,0.398,0.008000000000000007,-0.0029999999999996696,-0.027999999999999997,-0.006999999999999999,0.014000000000000012,-0.002,0.056999999999999995
0.007,0.0,-0.0050000000000000044,-0.763,0.108,0.294,0.566,0.005999999999999998,-0.0030000000000000027,-0.007000000000000006,-0.773,0.327,0.355,0.411,0.010000000000000009,-0.002000000000000224,-0.030000000000000013,-0.008999999999999994,0.009000000000000008,-0.0009999999999999992,0.05500000000000002
