e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w,speed
0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.001,-0.006,0.008,-0.005,0.001,0.0,0.0,0.001,-0.001,-0.001,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.005,0.0,-0.002,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.007,0.005,-0.006,0.003,-0.004,0.001,0.0,0.001,-0.001,0.001,-0.0009999999999999,0.001,slow
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.002,0.0,0.004,0.003,-0.002,0.001,-0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.001,0.0,0.0,0.0,0.001,0.0,-0.001,0.0,-0.005,-0.001,0.0,0.0,0.0,0.004,0.0009999999999998,0.0,0.002,0.0,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,-0.0129999999999999,-0.002,0.003,-0.002,0.004,0.0029999999999999,0.0,-0.001,0.002,-0.0009999999999999,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.002,-0.002,0.004,0.002,-0.005,0.004,0.001,0.001,0.0,-0.001,0.0,0.0,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,0.002,-0.006,-0.008,0.005,-0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,slow
-0.003,0.0,0.0059999999999999,-0.002,0.002,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.001,0.0,0.0,-0.001,0.0,slow
-0.006,0.0,0.0159999999999999,-0.002,0.0079999999999998,-0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009999999999999,0.0,0.001,0.0,-0.0009999999999999,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.0010000000000003,0.001,0.002,-0.002,-0.0009999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.0039999999999999,-0.001,0.0059999999999999,-0.0049999999999999,-0.016,0.012,-0.006,0.0,0.001,0.0,0.001,0.001,0.0,0.001,-0.001,0.0019999999999997,0.0,0.003,0.004,-0.001,0.0,slow
0.0,0.001,0.0,-0.003,-0.006,0.005,-0.005,0.003,-0.001,0.003,-0.006,0.004,-0.001,0.0109999999999999,0.0,-0.0009999999999998,-0.001,0.0,0.0009999999999999,0.0029999999999999,-0.001,slow
0.0,0.001,0.001,0.0,-0.001,0.001,0.0,0.004,0.001,0.008,-0.005,0.004,-0.001,0.0079999999999999,0.001,0.0009999999999998,0.0,-0.001,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.002,0.001,0.0089999999999999,0.002,-0.007,0.005,-0.001,0.001,0.0,0.002,-0.003,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.002,0.0,0.006,0.005,-0.005,0.003,-0.003,0.002,-0.0009999999999998,0.001,-0.001,-0.001,0.0,0.0,slow
0.0,0.0,0.0,-0.001,0.0,-0.001,-0.001,-0.001,-0.001,-0.003,0.0,0.012,-0.011,-0.001,0.002,-0.0009999999999998,0.001,-0.001,0.0,-0.001,0.0,slow
0.0,0.0,0.0,-0.001,0.001,0.0,-0.001,-0.0019999999999999,-0.001,-0.0059999999999999,0.001,-0.001,0.001,0.001,0.002,-0.0009999999999998,0.0,0.0,0.0,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.007,-0.001,0.001,-0.001,0.004,0.0009999999999999,0.0,0.0,-0.001,-0.001,-0.001,0.0,slow
0.0,0.001,-0.001,0.0,0.0,0.0,0.0,-0.004,-0.001,-0.008,0.0,0.001,-0.001,0.0,0.001,0.0,0.0,0.0,0.0,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.001,-0.001,0.001,-0.002,-0.001,0.0,0.0,-0.004,0.0099999999999998,-0.0079999999999998,-0.0039999999999999,0.001,-0.0009999999999998,-0.002,-0.0029999999999999,0.0009999999999999,-0.005,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.002,0.002,0.015,0.0259999999999999,0.003,-0.001,0.007,0.0,0.0,0.0,0.001,0.001,0.0,0.0,-0.003,0.0009999999999998,0.0,-0.002,-0.001,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.002,0.002,0.005,0.0,0.02,-0.017,0.005,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,0.0,0.001,0.001,-0.001,0.0,0.0,slow
0.001,-0.001,-0.004,0.0389999999999999,0.029,-0.033,0.0509999999999999,0.0,-0.001,0.0009999999999999,0.0,0.001,-0.001,0.0009999999999999,-0.002,0.0,0.001,-0.0019999999999999,0.0,0.001,0.001,slow
0.001,0.0,-0.005,-0.007,-0.019,0.019,-0.019,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.003,-0.001,-0.008,0.002,-0.002,0.003,-0.005,0.001,0.001,0.0,0.0,-0.001,0.001,0.0,-0.004,0.0,0.001,0.001,0.0,0.0029999999999999,0.0,slow
0.005,0.0,-0.0049999999999999,0.002,0.003,-0.003,0.009,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.002,0.0009999999999998,0.0,-0.002,0.0,0.004,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.0,0.0,0.0,0.0,-0.001,0.0,0.002,0.0,0.01,0.0029999999999999,-0.0079999999999998,0.0039999999999998,-0.003,0.0009999999999999,0.0,0.0,0.0,0.0,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,-0.001,0.0,0.0,-0.001,-0.002,-0.002,-0.004,0.002,0.023,-0.017,0.0079999999999999,0.002,0.0,0.0,0.0,-0.001,-0.001,0.0,slow
0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.002,-0.001,-0.012,-0.002,0.001,-0.001,0.002,0.003,-0.0009999999999998,-0.0009999999999999,0.004,-0.0029999999999999,-0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,-0.001,-0.0129999999999999,0.0039999999999999,0.0,-0.001,-0.0049999999999999,0.002,0.0,-0.001,-0.001,-0.001,-0.005,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.001,0.002,-0.014,0.009,0.003,0.0,-0.001,0.0,0.001,-0.003,0.002,-0.001,0.0,0.0010000000000003,0.0,-0.002,0.0,-0.0029999999999999,0.0,slow
0.003,0.002,0.005,0.003,0.008,-0.004,0.004,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,-0.001,0.0009999999999998,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.01,0.0079999999999999,0.015,-0.008,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.004,0.002,0.007,-0.001,0.007,-0.006,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.002,-0.0010000000000003,0.001,0.0,0.0,-0.001,0.0,slow
0.0,0.0,-0.003,0.023,0.049,-0.039,0.012,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.0019999999999999,0.0,0.001,-0.001,0.001,-0.001,0.0,slow
0.0,0.0,-0.004,0.0,0.0,-0.001,0.003,0.0,0.0,0.001,0.0,0.001,0.0,0.0,-0.002,-0.0010000000000003,0.001,0.001,0.001,0.0,0.0,slow
0.002,-0.001,-0.007,-0.001,-0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,-0.001,0.002,0.0,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,-0.001,-0.002,0.002,-0.001,0.005,0.003,0.019,0.002,-0.016,0.01,0.002,0.002,0.0010000000000003,0.001,0.001,0.001,0.0039999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0049999999999999,0.003,0.014,-0.0079999999999999,-0.013,0.012,0.003,0.0019999999999999,-0.0009999999999998,0.002,-0.003,0.0,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.0,0.0,-0.001,0.001,0.0,0.0,-0.001,-0.002,-0.0049999999999999,0.0029999999999999,0.0,-0.002,-0.0109999999999999,0.002,0.0,0.001,0.001,0.0,-0.0019999999999999,0.0,slow
0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.002,-0.002,-0.008,-0.002,0.005,-0.003,0.004,0.002,-0.0009999999999998,0.001,0.0019999999999999,-0.001,-0.0019999999999999,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.002,-0.009,0.0,0.002,0.0,0.005,0.002,-0.0009999999999998,-0.001,0.001,0.0,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.001,-0.001,-0.001,-0.003,-0.002,0.0069999999999999,-0.0259999999999999,0.0169999999999999,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.001,0.003,-0.0069999999999999,-0.022,0.014,-0.006,0.001,0.0,0.0,0.0009999999999999,-0.002,0.001,0.0,0.0009999999999999,0.0,-0.001,0.001,0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.004,0.0,0.0179999999999999,-0.003,0.022,-0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0009999999999998,0.001,0.0,-0.002,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.004,0.003,-0.017,-0.032,-0.032,0.029,-0.028,0.001,0.0,-0.0009999999999999,-0.001,0.0,0.0,-0.003,-0.002,0.0,0.0,0.006,0.001,0.0,0.0,slow
0.005,-0.006,-0.0159999999999999,-0.03,-0.006,0.0,0.006,0.001,0.0,-0.001,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.001,0.0,slow
0.003,-0.004,-0.003,0.0,-0.002,0.003,-0.006,0.0,0.0,0.0,0.0,0.0,0.001,0.001,-0.0039999999999999,0.0019999999999997,0.0,-0.004,-0.001,0.004,0.0,slow
0.001,0.0,-0.008,-0.001,0.001,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.001,0.0,0.0,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.001,0.003,0.0,-0.001,0.003,-0.001,0.0,0.0,0.0,-0.0009999999999999,0.0,-0.001,0.0,0.0,-0.001,-0.0009999999999998,-0.001,0.0,-0.001,0.004,0.0,slow
0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.005,-0.0069999999999999,0.001,0.002,0.006,0.0,0.0009999999999998,0.0,-0.001,-0.001,0.0029999999999999,0.0,slow
0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.0179999999999999,-0.003,-0.014,0.01,-0.002,0.0,0.0010000000000003,0.001,-0.001,-0.001,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,-0.001,0.0,-0.001,0.001,0.0,0.001,-0.007,-0.001,-0.0119999999999999,0.003,0.003,-0.001,0.004,0.0019999999999999,-0.0010000000000003,-0.001,0.002,0.001,-0.003,0.0,slow
-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.004,0.002,-0.002,-0.005,0.002,0.0,-0.001,-0.002,0.0,-0.0029999999999999,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.0029999999999999,-0.003,-0.007,0.003,-0.01,0.007,0.001,0.001,-0.0009999999999998,-0.001,0.0,0.0,-0.0039999999999999,0.0,slow
-0.001,0.0,0.001,-0.0029999999999999,-0.012,0.007,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.005,-0.0049999999999999,0.0,slow
0.0,0.0,0.009,0.005,0.009,-0.005,-0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.001,0.0019999999999999,-0.001,0.0,slow
-0.002,0.001,0.009,-0.001,0.008,-0.005,0.001,0.0,0.0,0.0,-0.001,0.001,-0.001,0.0,-0.002,0.0,0.001,0.001,0.0,-0.001,-0.001,slow
-0.004,-0.001,0.001,-0.0119999999999999,-0.018,0.015,-0.006,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.002,-0.0009999999999998,0.001,0.0,0.0,0.0,0.0,slow
0.0,-0.001,-0.005,0.001,-0.002,0.003,-0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.0009999999999999,-0.003,-0.0259999999999999,-0.015,0.002,-0.004,0.001,0.0,-0.001,-0.002,0.0,0.0,0.001,-0.001,-0.004,0.0,-0.001,0.004,0.001,0.004,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.001,0.0,-0.015,-0.019,0.016,-0.0209999999999999,0.0,0.0,0.0,0.0,-0.001,0.002,0.0,-0.002,0.0009999999999998,-0.002,0.0,-0.001,0.008,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.009,-0.003,-0.004,0.003,0.001,0.001,0.0009999999999998,0.001,0.0,0.001,0.0029999999999999,0.0,slow
0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.003,0.002,0.0099999999999999,0.0,-0.006,0.005,0.001,0.002,0.0,0.001,-0.001,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.005,0.001,-0.005,0.004,-0.003,0.002,0.0,0.001,0.0,0.0,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.006,-0.001,0.003,-0.003,-0.002,0.0049999999999999,0.0,0.001,0.0009999999999999,-0.001,-0.0009999999999999,0.0,slow
-0.001,0.0,0.0,0.0,0.0,0.001,0.0,-0.005,-0.003,-0.0169999999999999,-0.001,0.003,-0.002,-0.001,0.004,0.0,-0.002,0.0,0.0,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.004,0.0,-0.0079999999999999,-0.001,0.004,0.0,0.013,0.003,-0.0009999999999998,-0.002,0.0,-0.003,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
-0.001,0.0,0.001,0.001,-0.01,0.008,-0.0129999999999999,0.0,0.001,0.0,0.0,-0.001,0.001,0.0,0.001,0.0,-0.001,-0.001,0.002,-0.0039999999999999,0.0,slow
0.001,0.0,0.004,0.0059999999999999,0.0,-0.001,0.004,0.0,0.001,0.0,0.0,0.001,0.0,0.0,-0.001,0.0,0.0,-0.001,0.0,-0.001,0.0,slow
-0.002,0.001,0.011,-0.0029999999999999,0.01,-0.007,0.006,0.0,0.0,0.0,0.0,0.001,0.0,0.001,-0.002,0.0,0.0,-0.001,-0.001,-0.001,0.0,slow
-0.0019999999999999,0.003,0.01,-0.002,0.008,-0.005,-0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.002,0.0,0.001,0.0,0.0,0.0,0.0,slow
0.002,0.007,-0.016,0.022,0.061,-0.05,0.0199999999999999,0.0,0.001,-0.001,-0.001,-0.0009999999999998,0.0,-0.001,-0.0039999999999999,0.0,0.003,-0.001,0.0009999999999999,-0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0019999999999999,-0.003,-0.0139999999999999,0.003,-0.006,0.005,-0.004,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.005,0.0019999999999997,0.0,-0.001,0.001,0.003,0.001,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.005,0.0,-0.01,0.0049999999999999,-0.0119999999999999,0.006,0.0119999999999999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.0039999999999999,0.0,-0.001,-0.001,0.0,0.0049999999999999,0.001,slow
-0.002,-0.001,0.0,-0.0099999999999999,-0.0099999999999998,0.009,-0.0129999999999999,0.0,0.0,0.0,0.001,0.001,-0.001,0.0,-0.001,0.0009999999999998,0.001,-0.001,0.0,0.0009999999999999,0.0,slow
0.0,0.001,0.0,-0.002,-0.001,0.001,-0.001,0.002,0.001,0.004,0.003,0.008,-0.0069999999999998,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.001,0.0,-0.002,-0.001,0.001,-0.002,0.002,0.004,0.011,0.002,-0.005,0.002,-0.004,0.001,0.0,0.0,0.0,0.0,0.002,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0039999999999999,0.002,0.021,-0.001,-0.015,0.01,-0.002,0.001,0.0,0.0,-0.001,0.0,0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.003,-0.0029999999999998,0.002,0.001,-0.001,-0.002,-0.004,0.0019999999999999,0.036,-0.024,0.042,0.004,0.0,0.001,0.001,-0.001,-0.001,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.007,-0.0089999999999999,0.005,-0.002,0.003,0.001,0.0,-0.001,0.0,0.0,0.0,0.0,slow
0.0,0.0,0.0,0.001,-0.002,0.002,0.0,0.001,-0.002,0.0059999999999999,0.003,0.006,-0.005,-0.005,0.001,-0.0009999999999998,-0.001,0.0,-0.001,-0.002,0.0,slow
